epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,2018.11,0.7633,0.50714,1.26299,0.97702,0.99254,0.99269,0.78946,0.78132,0.44175,0.89864,0.000379443,0.000379443,0.000379443
25,2102.11,0.7747,0.52486,1.27179,0.98505,0.98373,0.9934,0.76878,0.84713,0.46473,0.92056,0.000369782,0.000369782,0.000369782
26,2185.82,0.7515,0.49709,1.24155,0.97227,0.98134,0.99322,0.75623,0.92205,0.45835,0.93027,0.000359886,0.000359886,0.000359886
27,2270.33,0.74736,0.50128,1.2445,0.97782,0.99254,0.9932,0.75747,0.89472,0.45401,0.90854,0.000349774,0.000349774,0.000349774
28,2354.01,0.74182,0.49341,1.24112,0.98737,0.98881,0.99272,0.71176,1.04098,0.45378,0.94579,0.000339465,0.000339465,0.000339465
29,2437.82,0.74932,0.49809,1.24519,0.96917,0.98507,0.99267,0.75304,0.89329,0.45792,0.9272,0.000328982,0.000328982,0.000328982
30,2521.74,0.74498,0.49729,1.24404,0.9851,0.9866,0.99334,0.76338,0.85921,0.42014,0.92305,0.000318344,0.000318344,0.000318344
31,2605.5,0.74614,0.48595,1.2501,0.98415,0.98134,0.99306,0.76907,0.8816,0.4342,0.91511,0.000307574,0.000307574,0.000307574
32,2689.77,0.72641,0.48698,1.22398,0.98507,0.98499,0.99258,0.784,0.82138,0.42483,0.89617,0.000296693,0.000296693,0.000296693
33,2773.66,0.73821,0.4809,1.24647,0.98782,0.98881,0.99321,0.79443,0.81828,0.41074,0.90204,0.000285723,0.000285723,0.000285723
34,2857.73,0.72641,0.48321,1.23368,0.98852,0.98134,0.99201,0.76608,0.86171,0.42141,0.9124,0.000274686,0.000274686,0.000274686
35,2941.99,0.72878,0.48613,1.23373,0.99094,0.97761,0.99164,0.75258,0.9286,0.43923,0.94029,0.000263604,0.000263604,0.000263604
36,3026.49,0.71546,0.47619,1.22703,0.97784,0.98792,0.99214,0.78123,0.83091,0.41094,0.89953,0.0002525,0.0002525,0.0002525
